267,2,0.3627,1153,297,1187,315
268,2,0.7268,438,449,514,525
268,2,0.4247,1146,296,1185,316
269,2,0.7533,431,449,510,536
269,0,0.4632,1229,654,1279,720
269,2,0.2956,1144,297,1178,316
270,2,0.7230,416,472,500,556
270,2,0.6334,801,680,957,718
270,2,0.5770,1167,606,1279,718
271,2,0.7775,407,480,496,569
271,2,0.7250,793,660,955,718
272,2,0.8237,389,500,487,594
272,2,0.7923,779,624,957,717
273,2,0.8444,374,508,480,611
273,2,0.7010,774,609,974,718
274,2,0.8440,353,532,467,645
274,2,0.7062,772,577,910,716
275,2,0.8525,337,541,459,667
275,2,0.6893,763,568,897,705
276,2,0.8153,756,545,876,671
